temperature,pressure,vibration,current,rpm,running_hours,failure
68.16,8.31,1.79,18.9,2980,4038,0
76.35,7.61,1.64,18.8,2961,1027,1
65.91,8.16,1.42,20.14,2996,6335,0
66.24,7.99,3.02,20.59,2932,1227,0
62.7,8.83,0.94,22.01,2984,2620,1
60.75,8.63,3.02,16.33,2971,2614,0
69.15,8.66,2.95,16.85,2932,1092,0
60.72,8.35,2.5,18.72,2957,6161,0
65.36,8.39,1.53,16.44,2959,6670,1
62.61,8.35,1.25,16.76,2946,3997,0
67.39,8.47,1.87,18.95,2945,7219,1
66.67,8.83,2.58,19.8,2904,5029,0
70.19,8.63,2.2,20.55,2929,7996,1
62.45,8.7,1.57,17.61,2943,6275,0
63.65,8.7,2.89,18.93,2933,6699,1
60.11,8.85,3.21,18.49,2924,766,1
62.78,8.62,2.06,18.04,2982,3964,0
66.89,8.64,2.27,16.37,2947,7412,1
68.78,8.98,1.29,16.11,3015,4383,0
60.39,8.23,1.95,19.33,2957,6166,0
69.35,8.16,2.51,16.33,2981,4167,0
71.78,8.03,2.41,14.45,2944,1702,0
67.07,8.57,1.9,17.94,2930,4347,0
74.38,7.76,2.04,20.91,2958,2106,1
61.13,8.68,1.93,12.41,2989,7192,1
58.78,8.46,2.03,17.42,2947,6744,1
56.11,8.95,2.45,19.35,2963,4039,0
72.48,8.23,1.02,14.35,2958,7288,1
68.27,8.42,2.16,17.57,2947,7871,1
64.72,8.95,2.41,15.72,2949,5896,0
66.4,9.05,1.86,15.99,2920,967,0
59.37,8.23,1.91,17.2,2950,6136,0
77.23,8.57,1.93,15.75,2970,2570,1
65.65,8.62,1.91,15.59,2959,5292,0
65.55,8.65,2.2,17.88,2956,4922,0
68.63,8.39,2.28,22.45,2972,7220,1
67.41,9.01,0.94,19.52,2956,7564,1
66.12,7.74,2.59,20.02,2950,1158,0
61.05,8.33,2.03,19.59,2972,6389,0
67.36,8.68,3.36,16.6,2954,4479,1
74.41,8.68,1.49,18.62,2943,6557,1
71.73,9.04,1.68,20.2,2964,1036,0
72.97,8.98,2.08,19.66,2949,2927,1
62.44,8.39,2.45,18.39,2942,6563,1
60.05,9.02,1.03,19.04,2955,6622,1
64.37,8.21,1.7,22.93,2955,1349,1
65.28,8.87,2.55,19.68,2917,2673,0
70.47,9.22,1.63,17.37,2960,6290,1
56.54,8.99,3.02,17.85,3005,5037,0
72.65,8.54,1.93,15.89,2921,5424,1
64.21,8.37,1.66,22.69,2935,2591,1
62.87,7.89,2.57,21.21,3033,3208,1
59.94,8.62,3.16,18.17,2925,1882,0
56.73,8.05,2.45,22.36,2989,4794,1
69.12,8.18,2.96,19.26,2943,2176,0
65.37,8.02,3.21,17.14,2952,6343,1
58.55,8.32,1.65,19.81,2946,1152,0
58.52,8.49,2.76,18.8,2963,4903,0
63.32,8.61,1.29,19.68,2903,3660,0
73.35,8.26,2.45,15.26,2956,7841,1
63.7,8.93,2.16,16.38,2938,4259,0
57.48,8.42,2.95,20.98,2894,5069,0
63.77,8.18,2.9,21.39,2984,6879,1
63.64,8.59,2.54,20.83,2887,2772,0
51.52,9.29,2.38,22.44,3014,4955,1
64.73,8.63,2.51,19.15,2969,2971,0
63.85,8.35,2.24,19.01,2909,5610,0
68.48,7.89,2.16,16.17,2990,3625,0
74.24,8.41,3.07,16.84,2927,5262,1
70.63,8.59,3.14,14.02,2929,2882,0
63.66,8.34,2.12,17.36,2896,5494,0
59.47,7.83,2.34,13.88,2924,7248,1
77.87,8.16,2.25,20.16,2928,6738,1
65.3,9.08,1.23,18.78,2975,814,0
65.07,9.07,2.0,13.95,2985,987,0
64.88,8.15,3.16,17.62,2913,5994,0
65.99,8.77,1.75,21.94,2958,3435,1
64.28,8.03,3.47,17.75,2895,5637,1
62.13,9.06,2.9,16.0,2958,7307,1
62.27,8.6,2.44,14.43,3015,7472,1
64.84,8.88,2.54,14.49,2897,3184,0
62.28,7.81,1.65,19.07,2920,7529,1
61.44,8.77,2.04,17.13,2972,7596,1
65.53,8.5,3.06,17.3,2975,4383,0
63.73,8.84,1.83,17.14,2922,1186,0
72.52,8.87,2.84,17.72,2994,2491,1
51.75,8.53,1.37,15.55,2926,6864,1
70.46,8.26,1.48,18.63,3000,3427,0
71.23,8.81,3.34,15.15,2964,1944,1
54.63,8.48,2.19,16.49,2988,4632,0
63.29,8.15,1.88,20.02,2961,7996,1
63.14,8.13,3.02,18.75,2970,2464,0
57.96,7.91,2.95,19.37,2971,4241,0
61.11,8.3,2.75,22.3,2984,7810,1
59.45,8.94,1.86,17.88,2949,6363,0
73.76,8.57,2.03,18.04,2923,3519,1
69.68,8.29,2.39,17.47,2948,4464,0
71.36,8.82,2.62,17.11,2930,2012,0
68.61,8.17,1.89,15.98,2932,7970,1
59.35,8.54,2.3,18.17,3000,1523,0
62.38,8.43,2.36,18.71,2969,2450,0
67.45,8.81,2.97,18.82,2967,6848,1
58.89,7.87,2.65,18.13,2982,2818,0
68.56,8.16,1.3,19.85,2969,6825,1
63.8,7.84,2.07,18.06,3006,2232,0
63.13,8.4,1.64,17.18,2887,6429,0
68.55,8.98,2.54,16.15,2920,1130,0
67.22,8.3,2.75,14.9,2929,3121,0
63.2,8.3,2.26,20.92,2909,2828,0
70.8,8.85,2.04,16.6,2953,3583,0
59.59,8.93,2.24,16.15,2955,6628,1
68.08,8.46,2.33,17.16,3009,3836,0
67.97,8.77,1.82,17.44,2977,7280,1
63.45,8.07,1.47,21.28,2935,7501,1
66.63,9.05,0.97,17.34,2965,6936,1
58.74,9.36,2.96,23.27,2895,6780,1
69.62,8.71,2.5,18.13,2954,4792,0
64.08,7.67,2.42,22.11,2953,2218,1
62.39,8.28,2.96,19.79,2923,6433,0
70.25,8.75,1.45,18.72,2944,954,0
61.48,8.33,1.16,21.16,2929,5714,1
57.96,9.01,2.43,20.24,2922,3807,0
57.22,8.74,2.38,19.27,2970,7256,1
68.03,8.22,1.16,22.64,2981,4602,1
58.6,8.51,2.42,17.0,2965,7032,1
73.77,8.14,1.96,16.01,2937,2471,1
54.59,8.43,1.72,16.65,2930,7792,1
73.48,8.28,2.0,21.5,2938,7876,1
66.06,8.97,0.74,20.9,2943,5272,0
64.52,9.35,1.85,16.95,2924,6447,1
62.28,7.93,1.78,13.29,2982,5911,0
67.0,7.73,2.53,17.59,2944,1486,0
64.81,8.4,2.11,15.97,2973,1012,0
70.52,7.89,2.58,17.01,2908,2029,0
65.57,8.52,0.67,15.89,2929,1217,0
65.75,8.8,1.7,14.78,2976,7144,1
63.18,9.1,2.53,21.77,2976,7087,1
64.72,8.58,2.01,16.63,2914,5071,0
66.54,8.42,2.71,20.83,2959,3356,0
56.45,7.71,1.12,17.56,2960,4020,0
58.26,8.51,2.64,15.74,2929,1403,0
68.72,8.53,1.82,19.02,2961,1504,0
65.85,8.76,1.76,17.22,2903,540,0
64.08,8.22,2.79,17.59,2922,7022,1
65.09,8.33,2.9,18.29,2968,6494,0
66.74,7.91,2.82,16.38,2951,4429,0
62.3,7.58,3.42,14.76,2952,6551,1
61.11,8.06,2.96,17.9,2945,6736,1
65.98,7.87,1.72,19.93,2966,3675,0
60.11,8.63,2.28,16.2,2968,7008,1
67.04,8.29,1.98,18.31,2974,5860,0
56.49,8.28,3.42,21.01,2954,3831,1
70.15,8.11,2.86,17.82,2938,7837,1
67.36,7.21,2.09,18.17,2933,4853,0
66.28,9.1,2.73,18.11,2918,7917,1
69.91,8.1,1.46,16.64,2938,1489,0
73.33,8.34,2.35,16.01,2932,6434,1
70.07,7.92,1.64,16.02,2998,5511,0
55.8,8.89,1.19,18.74,2919,4625,0
58.6,8.56,2.67,19.52,2981,1605,0
61.88,8.17,2.75,19.61,2942,6929,1
65.13,8.34,2.47,17.24,2944,6497,0
67.59,9.17,2.09,20.19,2962,854,0
61.37,8.47,1.44,18.61,2907,7924,1
65.93,8.43,1.5,18.14,2926,1837,0
61.22,8.12,1.62,11.32,2913,2358,0
61.94,7.74,2.06,16.37,2939,1034,0
57.97,8.44,2.85,14.96,2923,3566,0
60.38,8.63,2.84,19.25,2990,5536,0
58.24,8.94,1.21,18.19,2932,7899,1
60.12,7.6,1.78,15.86,2879,6025,0
70.27,8.05,1.77,18.61,2940,6948,1
60.25,8.27,0.68,15.15,2974,7018,1
78.16,8.5,2.54,15.91,2999,752,1
67.47,8.44,2.05,16.58,2943,2467,0
65.92,8.45,2.13,19.08,2934,6194,0
60.71,8.66,3.01,20.8,2950,5411,0
68.5,8.14,2.25,16.83,2962,7711,1
62.12,8.87,1.94,20.64,2916,4134,0
65.61,8.67,2.54,18.09,2943,7857,1
77.8,8.37,2.84,18.47,2949,3299,1
64.52,9.14,2.38,17.87,2951,5488,0
70.75,9.12,2.61,17.61,2946,7196,1
61.48,8.87,2.11,18.88,2922,5262,0
64.83,7.29,2.15,19.48,2960,5075,0
73.85,9.13,2.27,16.23,2949,3157,1
61.87,8.82,1.75,17.62,2949,6700,1
74.06,9.3,1.86,21.34,2918,3741,1
68.54,8.99,3.03,18.35,2969,5375,0
62.19,9.13,3.4,18.57,2922,1989,1
68.16,8.85,3.16,20.33,2998,5445,0
69.86,9.04,1.41,17.0,2915,5167,0
68.11,9.3,1.35,17.93,2973,7219,1
57.15,8.59,1.49,19.63,2893,1271,0
61.36,7.87,2.28,20.48,2882,6101,0
63.76,8.38,0.51,13.27,2933,3994,0
64.63,8.66,1.85,16.53,2882,2398,0
68.1,8.53,3.04,16.0,2972,7584,1
65.89,8.0,2.79,17.75,2949,5680,0
58.32,7.85,1.89,16.15,2992,4839,0
66.9,8.2,1.94,19.33,2945,2962,0
68.05,8.82,2.54,18.34,2957,7844,1
67.8,9.13,2.76,19.78,2942,3218,0
70.4,8.87,1.88,19.91,2924,3101,0
69.17,8.92,2.06,19.36,2938,7587,1
67.3,8.47,1.86,17.33,2914,3591,0
64.65,7.8,1.4,18.21,2962,1635,0
56.7,8.32,2.07,17.08,2941,1223,0
67.15,8.4,2.02,15.27,2947,3155,0
66.04,8.3,1.44,19.91,3035,4103,0
66.36,8.52,2.59,17.83,2938,1539,0
58.62,8.68,2.49,14.99,2959,3054,0
59.59,8.84,2.62,19.07,2948,3628,0
70.27,8.39,1.74,17.55,2985,3846,0
64.8,7.74,1.01,13.88,2957,7378,1
68.41,8.31,2.48,15.25,2942,3584,0
65.14,8.52,1.8,16.6,3019,4103,0
65.15,8.99,1.67,18.42,2924,2910,0
69.69,8.27,1.45,19.58,2944,3903,0
62.42,8.71,2.03,19.51,2977,4004,0
65.48,8.62,3.15,19.21,2925,1762,0
62.69,8.52,1.9,17.93,2973,6029,0
62.83,8.87,1.55,21.44,2936,3094,1
63.45,8.24,2.59,19.4,2980,5788,0
66.11,8.27,2.3,18.44,2979,4927,0
62.61,8.5,0.93,19.13,2947,5609,0
71.28,8.24,2.6,17.2,2920,5899,0
60.53,8.7,3.48,17.89,2938,7868,1
64.07,8.21,0.64,13.84,2950,1515,0
62.8,8.59,1.46,17.23,2977,5432,0
72.23,8.46,0.49,21.52,2960,7826,1
65.98,8.59,2.15,18.3,2966,1961,0
70.16,8.32,2.79,18.21,2960,3885,0
57.57,8.36,2.26,20.0,2975,2645,0
66.34,8.54,3.04,18.72,2944,6447,0
69.45,8.58,2.7,16.43,2955,6496,0
65.41,8.5,3.22,18.05,2951,6654,1
70.33,9.18,2.9,15.73,2937,6204,0
62.41,8.1,1.96,18.37,2980,6857,1
72.05,8.47,2.24,16.32,2980,6683,1
76.49,7.87,1.68,19.86,2986,5034,1
63.19,8.65,2.06,16.98,2927,2978,0
62.77,8.05,2.24,16.35,2961,3535,0
72.27,8.39,2.15,17.77,2983,944,1
72.9,8.35,3.01,18.73,2995,2243,1
62.39,8.61,2.0,15.59,2905,6205,0
62.9,8.28,1.64,16.96,2950,533,0
63.59,8.26,1.68,18.21,2944,561,0
58.28,9.07,2.59,20.68,2998,1602,0
60.41,8.61,1.36,12.94,2884,3525,0
59.98,8.28,2.08,19.23,2919,5792,0
61.16,8.4,3.0,17.23,2993,7250,1
64.83,9.16,2.38,17.01,2936,4088,0
66.17,8.41,2.16,16.64,2911,6950,1
72.75,8.22,2.18,17.27,2995,852,1
60.01,8.23,1.58,19.24,2907,1581,0
69.92,8.28,1.69,16.93,2981,2670,0
63.93,8.26,2.08,21.32,2903,2128,1
64.75,7.99,2.36,19.25,2907,4598,0
68.37,8.05,2.77,18.4,2956,7690,1
59.39,8.17,2.26,17.67,2925,5885,0
66.91,8.74,3.01,20.38,2958,1314,0
65.83,8.35,3.16,20.67,3004,4371,0
67.46,8.42,2.68,15.68,2945,4460,0
66.45,9.01,2.93,16.6,2999,3619,0
77.28,9.02,1.61,19.27,2960,2446,1
61.81,8.39,1.51,19.87,2979,752,0
62.35,8.25,2.51,17.4,2879,4119,0
61.88,8.15,1.4,16.52,2969,5707,0
62.22,8.78,2.03,18.16,2964,4905,0
61.81,8.42,2.66,20.95,2939,1031,0
70.95,8.35,3.05,18.08,3007,2166,0
72.1,8.17,2.05,15.47,2935,696,1
62.15,8.19,1.81,18.22,2902,6006,0
60.84,8.63,2.39,19.57,2973,1435,0
67.36,7.97,1.56,17.8,2907,3822,0
62.24,8.9,2.1,20.52,2952,4399,0
68.16,8.29,2.2,19.73,2990,2489,0
66.01,8.44,2.18,17.88,2965,962,0
57.42,7.97,2.25,18.09,2943,1902,0
72.74,8.5,1.7,14.32,2939,2233,1
73.98,8.37,1.76,20.42,2988,522,1
61.94,8.48,1.75,17.34,2913,3247,0
63.06,9.09,1.23,17.2,2973,2321,0
66.43,8.57,2.41,16.9,3016,3738,0
66.67,8.18,2.74,18.91,2966,3739,0
68.29,8.22,2.68,15.74,2943,2083,0
75.05,8.74,2.04,16.03,2945,1736,1
64.12,9.02,1.71,17.89,2936,1312,0
61.01,8.61,2.65,16.75,2930,4632,0
58.1,8.78,2.58,18.67,2954,905,0
61.35,8.74,2.33,16.82,2970,3623,0
64.83,9.07,3.25,21.19,2998,6389,1
73.97,7.72,2.18,19.39,2891,1537,1
62.41,8.77,2.05,19.36,2877,1029,0
66.12,8.89,1.96,16.79,2999,7781,1
64.92,7.96,1.26,22.81,2952,1701,1
70.94,8.15,2.6,17.12,2953,5378,0
77.63,8.16,2.14,16.57,2965,7448,1
62.35,8.21,2.51,19.41,2944,4981,0
62.55,8.31,3.31,18.39,3009,618,1
70.22,8.6,1.97,16.36,2965,2398,0
68.41,8.85,0.8,22.39,2937,4423,1
74.23,8.93,2.49,19.95,2939,5949,1
67.92,8.16,2.3,18.01,2946,4152,0
63.2,8.16,1.76,22.8,2927,2579,1
67.95,9.03,2.44,19.62,3001,4533,0
70.54,8.76,2.67,17.98,2954,5343,0
69.1,8.53,1.63,22.56,2915,7396,1
67.54,8.69,2.02,19.32,2962,5932,0
70.33,8.49,3.09,19.23,2993,2793,0
70.85,8.71,1.77,17.23,2982,6960,1
71.91,8.37,2.24,18.1,2927,3320,0
68.24,8.61,0.63,17.18,2917,5448,0
64.16,7.9,1.31,20.88,2993,5411,0
65.73,8.22,2.29,14.78,2901,4891,0
71.03,8.23,2.94,20.73,2961,2615,0
60.92,8.35,1.38,16.25,2933,1363,0
66.84,8.13,2.24,17.88,2989,4567,0
63.03,8.29,1.97,17.41,2918,555,0
65.14,7.89,2.77,16.96,2926,4471,0
71.39,8.72,1.47,19.38,2969,7300,1
65.96,8.47,2.46,17.99,2974,6695,1
65.23,7.82,1.81,16.66,2991,3184,0
58.2,8.17,2.33,18.31,2964,7581,1
68.73,8.63,2.24,16.61,2960,1940,0
68.23,8.28,2.05,16.92,2981,5577,0
75.82,8.22,2.49,15.01,2909,2309,1
63.46,8.47,2.23,17.1,2924,6030,0
66.1,8.64,2.12,18.99,2911,4723,0
66.25,7.93,1.99,18.07,2869,7618,1
72.89,8.72,2.25,21.63,2975,6064,1
64.52,8.18,2.33,23.23,2993,6668,1
66.4,8.49,1.61,17.07,2967,560,0
68.04,8.49,1.99,16.33,2961,7549,1
65.93,8.29,1.57,20.26,2953,3907,0
62.77,8.09,2.18,18.67,2952,887,0
65.97,8.39,1.84,20.27,3001,7283,1
70.37,9.15,2.66,18.8,2996,5266,0
59.87,7.96,2.6,17.61,2932,6382,0
65.66,9.18,1.65,17.62,2983,5395,0
61.5,8.4,2.2,18.87,2987,1163,0
70.98,8.51,2.58,17.58,2970,6958,1
57.38,8.07,2.09,20.44,2962,6504,1
62.21,8.19,1.76,15.4,2961,2127,0
66.89,8.3,1.54,20.43,2906,1726,0
72.83,8.08,2.71,14.25,2903,2747,1
64.67,8.42,2.74,18.29,2973,3252,0
62.22,8.34,2.08,17.34,2917,2409,0
74.41,9.24,2.66,14.97,2908,3445,1
57.76,8.03,0.42,13.88,2888,6536,1
54.01,8.54,3.0,15.8,2936,3183,0
67.2,8.6,2.11,18.09,2961,6759,1
62.49,8.07,2.29,16.8,2964,2502,0
59.89,8.77,2.01,15.92,2976,6301,0
68.54,8.34,3.04,20.7,2938,7633,1
66.22,7.5,1.56,15.54,2953,2024,0
62.18,8.76,3.08,19.36,2975,4210,0
58.6,8.05,2.44,16.22,2964,2956,0
69.36,8.08,2.57,15.75,2932,1064,0
68.25,8.78,2.0,16.79,2959,1916,0
64.5,8.36,1.42,19.24,2890,4765,0
74.23,8.87,2.76,15.26,2950,743,1
59.65,8.98,2.39,18.57,2931,4367,0
57.37,8.24,3.02,16.08,2996,4504,0
61.54,8.82,2.08,16.44,2921,5680,0
64.77,8.2,1.95,18.8,2954,7726,1
66.22,9.39,3.03,22.35,2937,6547,1
63.79,8.22,3.35,16.18,2933,3484,1
66.76,8.91,2.21,19.44,2961,2622,0
58.74,8.84,1.75,17.37,2937,2028,0
72.22,8.63,2.69,17.05,3006,869,1
64.59,8.23,2.05,20.14,2891,3784,0
70.59,8.44,2.56,16.31,2969,2673,0
66.71,7.64,2.04,15.69,2947,1675,0
67.28,8.59,3.14,18.92,2948,4148,0
67.85,8.64,1.78,21.19,2959,2663,1
67.24,8.55,2.49,19.5,2980,7243,1
68.21,7.31,1.91,15.19,2958,4093,0
71.65,7.99,2.03,16.77,2980,6099,0
65.98,8.2,1.95,19.96,2951,5455,0
68.55,8.62,2.64,21.16,2919,7205,1
64.55,8.62,2.75,18.46,2947,6228,0
72.2,8.43,2.53,16.84,2985,7407,1
61.62,8.75,2.14,21.29,2938,3122,1
74.0,8.09,2.28,17.85,2918,2121,1
64.8,8.74,2.74,16.79,2969,4788,0
57.85,8.69,2.76,16.45,2960,854,0
65.64,8.65,0.59,15.61,2927,557,0
61.59,8.43,2.04,23.67,2943,7136,1
69.2,9.23,2.07,20.84,2945,5823,1
61.74,8.7,2.6,16.69,2950,3873,0
62.77,8.11,2.16,21.46,2969,3855,1
55.55,8.6,2.63,19.07,2938,4715,0
62.74,8.8,1.55,18.95,2971,6084,0
52.88,8.26,2.36,16.56,2934,2755,0
57.08,8.94,2.74,16.97,3000,1326,0
68.8,8.65,1.32,17.92,3001,1271,0
68.93,7.56,3.71,14.07,2924,6242,1
67.13,8.62,2.91,17.03,2913,6255,0
60.17,8.34,2.2,18.01,2979,1180,0
64.76,8.71,1.7,20.62,2958,7780,1
64.98,8.88,2.09,16.77,2967,1071,0
59.21,8.58,2.25,19.62,2930,1841,0
72.52,9.17,2.46,13.88,2946,4094,1
69.39,8.43,3.1,20.33,2940,3079,0
63.9,8.75,1.91,16.2,2959,7885,1
65.13,8.82,2.54,18.26,2913,4730,0
66.04,8.46,1.42,18.81,2947,850,0
54.79,8.81,1.95,18.42,2912,5169,0
63.76,8.26,2.43,17.79,2935,6250,0
61.59,8.33,2.61,15.52,2947,6451,0
59.99,7.98,1.75,16.22,2965,3191,0
63.59,8.6,1.94,19.99,2968,4795,0
73.99,8.63,3.08,16.81,2973,6886,1
68.2,8.97,2.9,17.79,2906,5761,0
62.14,8.82,2.33,15.02,2988,3820,0
67.86,8.39,0.86,19.72,2931,3401,0
72.0,8.03,3.71,15.36,2933,2380,1
69.62,8.67,2.19,19.83,2958,6423,0
65.3,8.94,2.01,15.87,2940,1512,0
61.77,8.8,1.89,20.03,2961,6116,0
68.49,8.93,2.43,18.02,2966,2637,0
66.97,8.42,2.43,16.88,2927,2315,0
69.48,8.31,2.77,21.2,2944,7237,1
68.18,8.21,1.64,17.86,2945,5640,0
70.25,8.48,2.01,17.28,2979,7730,1
62.32,8.47,3.42,19.82,2936,4898,1
71.59,8.58,2.33,15.04,2935,4920,0
65.99,8.45,2.1,12.95,2919,5378,0
75.38,8.45,1.64,20.32,2923,2450,1
61.55,8.19,2.5,16.33,2909,2253,0
73.68,8.88,2.82,19.73,2929,6903,1
65.99,8.53,2.72,18.09,2998,7538,1
61.74,8.43,2.04,15.67,2971,4215,0
62.58,8.2,2.42,19.21,2988,1695,0
63.4,7.97,3.2,17.18,2921,1125,1
67.12,9.02,2.84,15.85,2892,944,0
67.61,8.72,1.73,15.9,2959,7858,1
62.13,7.85,0.67,14.53,3006,582,0
64.88,8.81,2.38,18.81,2935,653,0
75.71,8.87,2.68,16.13,2953,933,1
73.64,8.55,1.55,17.93,2903,5012,1
67.18,9.14,2.19,17.64,2951,4268,0
65.19,8.59,2.04,16.12,2946,7906,1
65.6,7.93,2.26,14.95,2887,6449,0
68.07,8.65,1.87,23.07,2919,6745,1
59.89,8.6,2.97,17.9,2916,2379,0
63.71,8.26,2.29,21.65,2903,6610,1
56.66,8.73,1.67,20.33,2928,4757,0
67.0,7.83,2.75,17.36,2965,1141,0
68.24,8.9,1.44,18.36,2931,4894,0
62.58,8.15,2.97,18.3,2984,2875,0
72.87,8.11,2.79,21.69,2939,1956,1
58.87,8.45,3.03,19.66,2960,1032,0
57.68,8.67,2.11,16.39,2965,7191,1
66.12,8.57,1.9,18.7,2996,7534,1
70.24,8.2,2.25,19.61,2929,4079,0
73.42,8.3,2.15,15.65,2963,7069,1
62.71,8.05,1.81,18.99,2922,5978,0
70.39,8.41,1.87,20.69,3002,7811,1
64.81,8.93,1.98,16.29,2919,4132,0
64.14,8.5,1.5,16.56,2962,2671,0
69.42,8.84,2.61,20.32,2997,1236,0
68.26,9.08,2.17,17.29,2914,2526,0
57.12,8.26,2.01,16.04,2968,7424,1
72.38,8.43,1.53,19.76,2920,6816,1
71.9,9.37,1.5,19.15,3020,3068,1
61.87,9.08,3.36,18.19,2893,5334,1
66.98,7.83,1.82,20.25,2904,4239,0
67.47,8.65,2.57,20.39,2916,1941,0
66.3,8.5,2.3,17.83,2917,2707,0
62.25,8.83,0.53,21.95,2966,1642,1
61.64,8.2,3.28,21.17,3004,1460,1
64.87,8.16,2.61,14.03,2985,1370,0
70.86,8.23,1.74,15.94,2957,588,0
67.72,8.27,2.18,13.49,2950,5287,0
63.15,8.83,1.51,17.35,2932,3901,0
68.86,8.03,3.3,15.58,2962,2997,1
50.76,8.25,1.66,16.37,2944,2679,0
70.74,7.78,1.89,20.18,2956,2115,0
56.3,8.9,1.76,14.49,2928,2610,0
63.19,9.01,2.25,18.26,2914,2331,0
59.4,8.37,3.02,18.25,2951,607,0
58.53,8.38,3.27,17.84,2950,2219,1
70.8,8.68,1.96,18.26,2932,4234,0
62.66,9.09,2.43,13.54,2927,2119,0
66.73,8.66,2.25,16.38,2967,6006,0
64.77,8.22,1.61,21.09,2964,3955,1
67.39,7.85,3.65,15.61,3006,6964,1
65.38,8.05,3.02,21.33,2991,1505,1
58.59,8.53,2.31,15.19,2914,6513,1
69.98,8.24,3.15,14.95,2944,806,0
62.53,8.58,2.93,16.1,2909,7403,1
57.22,8.28,2.25,20.26,2895,4876,0
62.86,8.08,2.4,16.91,3016,707,0
72.5,8.03,3.11,18.69,2994,5404,1
69.25,9.12,1.63,18.15,2931,7160,1
63.26,8.86,3.2,17.89,2987,1239,1
63.25,9.19,2.06,20.55,2992,7859,1
63.39,8.72,3.11,19.54,2892,6265,0
75.38,8.33,2.2,15.71,2976,4159,1
66.91,9.03,2.4,17.45,2935,1418,0
67.15,8.49,2.18,21.49,2961,3169,1
70.15,8.59,1.88,18.64,3040,4761,0
66.19,8.48,2.04,14.98,2998,3448,0
63.7,7.32,3.03,15.13,2946,5680,0
64.02,9.14,0.81,19.78,2993,3189,0
64.64,8.7,1.46,19.4,2892,2550,0
64.81,8.63,1.76,16.16,2965,6620,1
68.64,8.48,1.55,19.5,2966,1146,0
65.26,8.57,3.11,21.2,2971,6989,1
68.66,8.26,2.95,20.92,2935,1983,0
64.6,8.75,2.56,21.21,2961,2981,1
65.39,7.98,1.82,19.11,2976,1455,0
55.01,8.57,3.0,17.64,2880,5556,0
69.58,8.72,1.25,17.2,2941,1204,0
66.73,8.42,3.49,17.97,2923,6996,1
69.99,8.65,1.79,16.25,2970,6705,1
50.52,8.1,2.04,17.28,2991,7977,1
75.44,8.11,1.94,20.55,2932,3816,1
64.3,8.59,1.56,14.78,2917,7642,1
70.54,8.77,3.36,14.92,2954,1007,1
59.8,7.75,2.67,19.66,2915,2600,0
68.06,8.71,2.93,17.3,2943,6140,0
59.73,8.28,1.47,14.15,2940,6260,0
61.88,8.42,2.31,17.88,2967,4994,0
74.57,7.96,2.51,17.59,2959,6476,1
64.05,8.16,2.36,17.14,2955,5727,0
66.09,8.89,1.5,19.37,2999,5399,0
69.35,8.51,2.85,15.33,2958,2941,0
67.48,8.35,2.27,18.03,2937,3946,0
65.75,8.45,1.63,17.58,2941,6181,0
66.82,8.7,1.09,18.08,2927,7142,1
77.02,8.68,2.56,14.54,2919,7367,1
64.71,8.47,3.67,16.95,2908,568,1
66.01,8.94,1.59,18.04,2984,3023,0
70.25,8.89,2.3,19.08,2928,4693,0
70.53,8.67,2.87,21.69,2959,2138,1
70.94,8.52,1.44,19.61,2941,4441,0
68.19,8.76,1.91,18.92,2949,515,0
59.28,8.63,1.68,20.54,2985,5698,0
73.17,8.92,2.79,17.39,2955,2266,1
59.27,8.86,3.0,21.11,2922,3869,1
66.51,8.09,2.3,20.24,2933,7053,1
61.23,8.07,1.69,17.11,2976,4241,0
64.68,8.22,1.93,21.85,2964,7925,1
66.64,8.89,1.82,18.89,2978,2486,0
66.61,7.87,1.61,22.39,2943,1734,1
67.11,8.66,2.14,18.61,2908,683,0
73.07,8.65,2.54,16.88,2965,2443,1
67.27,8.97,2.49,16.46,2958,6838,1
63.78,8.57,2.2,17.29,2958,539,0
69.82,7.96,2.23,16.86,2909,1202,0
70.95,8.12,2.15,20.54,2931,7096,1
58.86,8.03,1.42,17.94,2922,1838,0
67.99,8.28,2.3,14.77,2962,3539,0
68.51,8.43,1.85,18.43,2963,6704,1
63.51,8.03,1.39,18.25,2949,2215,0
71.88,9.09,2.42,17.06,2979,3026,0
64.25,7.97,1.83,18.54,2995,4318,0
65.63,9.04,2.34,17.91,2961,2583,0
64.13,8.97,2.71,19.27,2970,1751,0
65.08,8.86,1.63,19.15,2934,1042,0
59.52,8.22,2.26,18.73,2928,5742,0
57.8,8.64,1.11,15.4,2980,2810,0
72.97,7.99,3.12,22.24,2924,2670,1
60.77,8.86,1.38,14.89,2971,2765,0
60.04,8.47,1.89,17.74,3002,5965,0
54.23,8.34,3.0,15.81,2970,775,0
61.81,8.01,2.06,18.79,2948,7765,1
58.38,7.51,1.48,18.28,2910,5524,0
73.21,8.08,2.63,17.66,2955,4038,1
70.05,8.95,2.61,21.04,2980,5508,1
61.56,8.34,1.82,20.22,2945,6104,0
76.26,8.43,1.89,17.35,2981,2553,1
69.91,8.76,1.94,19.61,2961,6766,1
63.38,9.22,2.08,21.13,2959,1609,1
52.5,9.03,1.06,20.2,2940,2265,0
76.45,8.11,2.09,17.73,2906,3652,1
58.05,7.72,3.27,14.82,2937,7559,1
56.77,9.44,1.66,18.65,2937,861,1
70.11,9.41,1.85,19.34,2967,3250,1
